656386066849603584;Lactimelle;Canada  :  la majorité libérale fait mentir les sondages - j'aime les Canadiens  !  !  URL … ;Tue Oct 20 10:26:48 CEST 2015;j'aime la campagne;2
656203312644145152;Cla;J'aime bien le 22 mais c'est un peu bcp la campagne pour le coup là .  .  .  ;Mon Oct 19 22:20:36 CEST 2015;j'aime la campagne;2
656197808127680512;Séb.;Je me suis dis ,  tiens je vais fumer à la fenêtre sentir l'air frais .  Odeur de merde dehors .  Ah j'aime ma campagne .  ;Mon Oct 19 21:58:43 CEST 2015;j'aime la campagne;0
656183561687465984;Thelichekinge212;J'aime une vidéo @  :   " [GTA V] La Montagne & la Campagne avec Trevor ,  mais pas que ça  !  "  à l'adresse ;Mon Oct 19 21:02:07 CEST 2015;j'aime la campagne;2
656181350253371393;Aurelie Valtat;Très belle campagne de @ pour # - j'aime bcp  " Et vous les arbres ,  vous allez pas resté plantés là ?  "   : -) URL ;Mon Oct 19 20:53:19 CEST 2015;j'aime la campagne;4
656164998352359424;|VFX| OffingYT 0,3k;La campagne et orange s'aime pas j'crois  !  URL ;Mon Oct 19 19:48:21 CEST 2015;j'aime la campagne;2
656153074747207680;mmmmh;Voilà pourquoi j'aime pas la campagne  :  g trop peur tte seule ;Mon Oct 19 19:00:58 CEST 2015;j'aime la campagne;0
656128762275328001;Beck to the future !;J'aime bien la musique de la campagne Susan G .  Komen ^^ # ;Mon Oct 19 17:24:21 CEST 2015;j'aime la campagne;2
656112954056790016;Maël Rannou;J'aime cette présentation (issue de la newsletter @ prochain post mercredi  !  URL URL ;Mon Oct 19 16:21:32 CEST 2015;j'aime la campagne;2
656029653455523840;ravioli;J'aime trop habiter à la campagne ;Mon Oct 19 10:50:32 CEST 2015;j'aime la campagne;2
